110000=中国,,北京市
530829=中国,云南省,普洱市,西盟佤族自治县
530900=中国,云南省,临沧市
530902=中国,云南省,临沧市,临翔区
530921=中国,云南省,临沧市,凤庆县
530922=中国,云南省,临沧市,云县
530923=中国,云南省,临沧市,永德县
530924=中国,云南省,临沧市,镇康县
530925=中国,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县
530926=中国,云南省,临沧市,耿马傣族佤族自治县
530927=中国,云南省,临沧市,沧源佤族自治县
532300=中国,云南省,楚雄彝族自治州
532301=中国,云南省,楚雄彝族自治州,楚雄市
532322=中国,云南省,楚雄彝族自治州,双柏县
532323=中国,云南省,楚雄彝族自治州,牟定县
532324=中国,云南省,楚雄彝族自治州,南华县
532325=中国,云南省,楚雄彝族自治州,姚安县
532326=中国,云南省,楚雄彝族自治州,大姚县
532327=中国,云南省,楚雄彝族自治州,永仁县
532328=中国,云南省,楚雄彝族自治州,元谋县
532329=中国,云南省,楚雄彝族自治州,武定县
532331=中国,云南省,楚雄彝族自治州,禄丰县
532500=中国,云南省,红河哈尼族彝族自治州
532501=中国,云南省,红河哈尼族彝族自治州,个旧市
532502=中国,云南省,红河哈尼族彝族自治州,开远市
532503=中国,云南省,红河哈尼族彝族自治州,蒙自市
532504=中国,云南省,红河哈尼族彝族自治州,弥勒市
532523=中国,云南省,红河哈尼族彝族自治州,屏边苗族自治县
532524=中国,云南省,红河哈尼族彝族自治州,建水县
532525=中国,云南省,红河哈尼族彝族自治州,石屏县
532527=中国,云南省,红河哈尼族彝族自治州,泸西县
532528=中国,云南省,红河哈尼族彝族自治州,元阳县
532529=中国,云南省,红河哈尼族彝族自治州,红河县
532530=中国,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县
532531=中国,云南省,红河哈尼族彝族自治州,绿春县
532532=中国,云南省,红河哈尼族彝族自治州,河口瑶族自治县
532600=中国,云南省,文山壮族苗族自治州
532601=中国,云南省,文山壮族苗族自治州,文山市
532622=中国,云南省,文山壮族苗族自治州,砚山县
532623=中国,云南省,文山壮族苗族自治州,西畴县
532624=中国,云南省,文山壮族苗族自治州,麻栗坡县
532625=中国,云南省,文山壮族苗族自治州,马关县
532626=中国,云南省,文山壮族苗族自治州,丘北县
532627=中国,云南省,文山壮族苗族自治州,广南县
532628=中国,云南省,文山壮族苗族自治州,富宁县
532800=中国,云南省,西双版纳傣族自治州
532801=中国,云南省,西双版纳傣族自治州,景洪市
532822=中国,云南省,西双版纳傣族自治州,勐海县
532823=中国,云南省,西双版纳傣族自治州,勐腊县
532900=中国,云南省,大理白族自治州
532901=中国,云南省,大理白族自治州,大理市
532922=中国,云南省,大理白族自治州,漾濞彝族自治县
532923=中国,云南省,大理白族自治州,祥云县
532924=中国,云南省,大理白族自治州,宾川县
532925=中国,云南省,大理白族自治州,弥渡县
532926=中国,云南省,大理白族自治州,南涧彝族自治县
532927=中国,云南省,大理白族自治州,巍山彝族回族自治县
532928=中国,云南省,大理白族自治州,永平县
532929=中国,云南省,大理白族自治州,云龙县
532930=中国,云南省,大理白族自治州,洱源县
532931=中国,云南省,大理白族自治州,剑川县
532932=中国,云南省,大理白族自治州,鹤庆县
533100=中国,云南省,德宏傣族景颇族自治州
533102=中国,云南省,德宏傣族景颇族自治州,瑞丽市
533103=中国,云南省,德宏傣族景颇族自治州,芒市
533122=中国,云南省,德宏傣族景颇族自治州,梁河县
533123=中国,云南省,德宏傣族景颇族自治州,盈江县
533124=中国,云南省,德宏傣族景颇族自治州,陇川县
533300=中国,云南省,怒江傈僳族自治州
533301=中国,云南省,怒江傈僳族自治州,泸水市
533323=中国,云南省,怒江傈僳族自治州,福贡县
533324=中国,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县
533325=中国,云南省,怒江傈僳族自治州,兰坪白族普米族自治县
533400=中国,云南省,迪庆藏族自治州
533401=中国,云南省,迪庆藏族自治州,香格里拉市
533422=中国,云南省,迪庆藏族自治州,德钦县
533423=中国,云南省,迪庆藏族自治州,维西傈僳族自治县
540000=中国,西藏自治区
540100=中国,西藏自治区,拉萨市
540102=中国,西藏自治区,拉萨市,城关区
540103=中国,西藏自治区,拉萨市,堆龙德庆区
540121=中国,西藏自治区,拉萨市,林周县
540122=中国,西藏自治区,拉萨市,当雄县
540123=中国,西藏自治区,拉萨市,尼木县
540124=中国,西藏自治区,拉萨市,曲水县
540126=中国,西藏自治区,拉萨市,达孜县
540127=中国,西藏自治区,拉萨市,墨竹工卡县
540200=中国,西藏自治区,日喀则市
540202=中国,西藏自治区,日喀则市,桑珠孜区
540221=中国,西藏自治区,日喀则市,南木林县
540222=中国,西藏自治区,日喀则市,江孜县
540223=中国,西藏自治区,日喀则市,定日县
540224=中国,西藏自治区,日喀则市,萨迦县
540225=中国,西藏自治区,日喀则市,拉孜县
540226=中国,西藏自治区,日喀则市,昂仁县
540227=中国,西藏自治区,日喀则市,谢通门县
540228=中国,西藏自治区,日喀则市,白朗县
540229=中国,西藏自治区,日喀则市,仁布县
540230=中国,西藏自治区,日喀则市,康马县
540231=中国,西藏自治区,日喀则市,定结县
540232=中国,西藏自治区,日喀则市,仲巴县
540233=中国,西藏自治区,日喀则市,亚东县
540234=中国,西藏自治区,日喀则市,吉隆县
540235=中国,西藏自治区,日喀则市,聂拉木县
540236=中国,西藏自治区,日喀则市,萨嘎县
540237=中国,西藏自治区,日喀则市,岗巴县
540300=中国,西藏自治区,昌都市
540302=中国,西藏自治区,昌都市,卡若区
540321=中国,西藏自治区,昌都市,江达县
540322=中国,西藏自治区,昌都市,贡觉县
540323=中国,西藏自治区,昌都市,类乌齐县
540324=中国,西藏自治区,昌都市,丁青县
540325=中国,西藏自治区,昌都市,察雅县
540326=中国,西藏自治区,昌都市,八宿县
540327=中国,西藏自治区,昌都市,左贡县
540328=中国,西藏自治区,昌都市,芒康县
540329=中国,西藏自治区,昌都市,洛隆县
540330=中国,西藏自治区,昌都市,边坝县
540400=中国,西藏自治区,林芝市
540402=中国,西藏自治区,林芝市,巴宜区
540421=中国,西藏自治区,林芝市,工布江达县
540422=中国,西藏自治区,林芝市,米林县
540423=中国,西藏自治区,林芝市,墨脱县
540424=中国,西藏自治区,林芝市,波密县
540425=中国,西藏自治区,林芝市,察隅县
540426=中国,西藏自治区,林芝市,朗县
540500=中国,西藏自治区,山南市
540502=中国,西藏自治区,山南市,乃东区
540521=中国,西藏自治区,山南市,扎囊县
540522=中国,西藏自治区,山南市,贡嘎县
540523=中国,西藏自治区,山南市,桑日县
540524=中国,西藏自治区,山南市,琼结县
540525=中国,西藏自治区,山南市,曲松县
540526=中国,西藏自治区,山南市,措美县
540527=中国,西藏自治区,山南市,洛扎县
540528=中国,西藏自治区,山南市,加查县
540529=中国,西藏自治区,山南市,隆子县
540530=中国,西藏自治区,山南市,错那县
540531=中国,西藏自治区,山南市,浪卡子县
542400=中国,西藏自治区,那曲地区
542421=中国,西藏自治区,那曲地区,那曲县
542422=中国,西藏自治区,那曲地区,嘉黎县
542423=中国,西藏自治区,那曲地区,比如县
542424=中国,西藏自治区,那曲地区,聂荣县
542425=中国,西藏自治区,那曲地区,安多县
542426=中国,西藏自治区,那曲地区,申扎县
542427=中国,西藏自治区,那曲地区,索县
542428=中国,西藏自治区,那曲地区,班戈县
542429=中国,西藏自治区,那曲地区,巴青县
542430=中国,西藏自治区,那曲地区,尼玛县
542431=中国,西藏自治区,那曲地区,双湖县
542500=中国,西藏自治区,阿里地区
542521=中国,西藏自治区,阿里地区,普兰县
542522=中国,西藏自治区,阿里地区,札达县
542523=中国,西藏自治区,阿里地区,噶尔县
542524=中国,西藏自治区,阿里地区,日土县
542525=中国,西藏自治区,阿里地区,革吉县
542526=中国,西藏自治区,阿里地区,改则县
542527=中国,西藏自治区,阿里地区,措勤县
610000=中国,陕西省
610100=中国,陕西省,西安市
610102=中国,陕西省,西安市,新城区
610103=中国,陕西省,西安市,碑林区
610104=中国,陕西省,西安市,莲湖区
610111=中国,陕西省,西安市,灞桥区
610112=中国,陕西省,西安市,未央区
610113=中国,陕西省,西安市,雁塔区
610114=中国,陕西省,西安市,阎良区
610115=中国,陕西省,西安市,临潼区
610116=中国,陕西省,西安市,长安区
610117=中国,陕西省,西安市,高陵区
610118=中国,陕西省,西安市,鄠邑区
610122=中国,陕西省,西安市,蓝田县
610124=中国,陕西省,西安市,周至县
610200=中国,陕西省,铜川市
610202=中国,陕西省,铜川市,王益区
610203=中国,陕西省,铜川市,印台区
610204=中国,陕西省,铜川市,耀州区
610222=中国,陕西省,铜川市,宜君县
610300=中国,陕西省,宝鸡市
610302=中国,陕西省,宝鸡市,渭滨区
610303=中国,陕西省,宝鸡市,金台区
610304=中国,陕西省,宝鸡市,陈仓区
610322=中国,陕西省,宝鸡市,凤翔县
610323=中国,陕西省,宝鸡市,岐山县
610324=中国,陕西省,宝鸡市,扶风县
610326=中国,陕西省,宝鸡市,眉县
610327=中国,陕西省,宝鸡市,陇县
610328=中国,陕西省,宝鸡市,千阳县
610329=中国,陕西省,宝鸡市,麟游县
610330=中国,陕西省,宝鸡市,凤县
610331=中国,陕西省,宝鸡市,太白县
610400=中国,陕西省,咸阳市
610402=中国,陕西省,咸阳市,秦都区
610403=中国,陕西省,咸阳市,杨陵区
610404=中国,陕西省,咸阳市,渭城区
610422=中国,陕西省,咸阳市,三原县
610423=中国,陕西省,咸阳市,泾阳县
610424=中国,陕西省,咸阳市,乾县
610425=中国,陕西省,咸阳市,礼泉县
610426=中国,陕西省,咸阳市,永寿县
610427=中国,陕西省,咸阳市,彬县
610428=中国,陕西省,咸阳市,长武县
610429=中国,陕西省,咸阳市,旬邑县
610430=中国,陕西省,咸阳市,淳化县
610431=中国,陕西省,咸阳市,武功县
610481=中国,陕西省,咸阳市,兴平市
610500=中国,陕西省,渭南市
610502=中国,陕西省,渭南市,临渭区
610503=中国,陕西省,渭南市,华州区
610522=中国,陕西省,渭南市,潼关县
610523=中国,陕西省,渭南市,大荔县
610524=中国,陕西省,渭南市,合阳县
610525=中国,陕西省,渭南市,澄城县
610526=中国,陕西省,渭南市,蒲城县
610527=中国,陕西省,渭南市,白水县
610528=中国,陕西省,渭南市,富平县
610581=中国,陕西省,渭南市,韩城市
610582=中国,陕西省,渭南市,华阴市
610600=中国,陕西省,延安市
610602=中国,陕西省,延安市,宝塔区
610603=中国,陕西省,延安市,安塞区
610621=中国,陕西省,延安市,延长县
610622=中国,陕西省,延安市,延川县
610623=中国,陕西省,延安市,子长县
610625=中国,陕西省,延安市,志丹县
610626=中国,陕西省,延安市,吴起县
610627=中国,陕西省,延安市,甘泉县
610628=中国,陕西省,延安市,富县
610629=中国,陕西省,延安市,洛川县
610630=中国,陕西省,延安市,宜川县
610631=中国,陕西省,延安市,黄龙县
610632=中国,陕西省,延安市,黄陵县
610700=中国,陕西省,汉中市
610702=中国,陕西省,汉中市,汉台区
610721=中国,陕西省,汉中市,南郑县
610722=中国,陕西省,汉中市,城固县
610723=中国,陕西省,汉中市,洋县
610724=中国,陕西省,汉中市,西乡县
610725=中国,陕西省,汉中市,勉县
610726=中国,陕西省,汉中市,宁强县
610727=中国,陕西省,汉中市,略阳县
610728=中国,陕西省,汉中市,镇巴县
610729=中国,陕西省,汉中市,留坝县
610730=中国,陕西省,汉中市,佛坪县
610800=中国,陕西省,榆林市
610802=中国,陕西省,榆林市,榆阳区
610803=中国,陕西省,榆林市,横山区
610822=中国,陕西省,榆林市,府谷县
610824=中国,陕西省,榆林市,靖边县
610825=中国,陕西省,榆林市,定边县
610826=中国,陕西省,榆林市,绥德县
610827=中国,陕西省,榆林市,米脂县
610828=中国,陕西省,榆林市,佳县
610829=中国,陕西省,榆林市,吴堡县
610830=中国,陕西省,榆林市,清涧县
610831=中国,陕西省,榆林市,子洲县
610881=中国,陕西省,榆林市,神木市
610900=中国,陕西省,安康市
610902=中国,陕西省,安康市,汉滨区
610921=中国,陕西省,安康市,汉阴县
610922=中国,陕西省,安康市,石泉县
610923=中国,陕西省,安康市,宁陕县
610924=中国,陕西省,安康市,紫阳县
610925=中国,陕西省,安康市,岚皋县
610926=中国,陕西省,安康市,平利县
610927=中国,陕西省,安康市,镇坪县
610928=中国,陕西省,安康市,旬阳县
610929=中国,陕西省,安康市,白河县
611000=中国,陕西省,商洛市
611002=中国,陕西省,商洛市,商州区
611021=中国,陕西省,商洛市,洛南县
611022=中国,陕西省,商洛市,丹凤县
611023=中国,陕西省,商洛市,商南县
611024=中国,陕西省,商洛市,山阳县
611025=中国,陕西省,商洛市,镇安县
611026=中国,陕西省,商洛市,柞水县
620000=中国,甘肃省
620100=中国,甘肃省,兰州市
620102=中国,甘肃省,兰州市,城关区
620103=中国,甘肃省,兰州市,七里河区
620104=中国,甘肃省,兰州市,西固区
620105=中国,甘肃省,兰州市,安宁区
620111=中国,甘肃省,兰州市,红古区
620121=中国,甘肃省,兰州市,永登县
620122=中国,甘肃省,兰州市,皋兰县
620123=中国,甘肃省,兰州市,榆中县
620200=中国,甘肃省,嘉峪关市
620201=中国,甘肃省,嘉峪关市,嘉峪关市
620300=中国,甘肃省,金昌市
620302=中国,甘肃省,金昌市,金川区
620321=中国,甘肃省,金昌市,永昌县
620400=中国,甘肃省,白银市
620402=中国,甘肃省,白银市,白银区
620403=中国,甘肃省,白银市,平川区
620421=中国,甘肃省,白银市,靖远县
620422=中国,甘肃省,白银市,会宁县
620423=中国,甘肃省,白银市,景泰县
620500=中国,甘肃省,天水市
620502=中国,甘肃省,天水市,秦州区
620503=中国,甘肃省,天水市,麦积区
620521=中国,甘肃省,天水市,清水县
620522=中国,甘肃省,天水市,秦安县
620523=中国,甘肃省,天水市,甘谷县
620524=中国,甘肃省,天水市,武山县
620525=中国,甘肃省,天水市,张家川回族自治县
620600=中国,甘肃省,武威市
620602=中国,甘肃省,武威市,凉州区
620621=中国,甘肃省,武威市,民勤县
620622=中国,甘肃省,武威市,古浪县
620623=中国,甘肃省,武威市,天祝藏族自治县
620700=中国,甘肃省,张掖市
620702=中国,甘肃省,张掖市,甘州区
620721=中国,甘肃省,张掖市,肃南裕固族自治县
620722=中国,甘肃省,张掖市,民乐县
620723=中国,甘肃省,张掖市,临泽县
620724=中国,甘肃省,张掖市,高台县
620725=中国,甘肃省,张掖市,山丹县
620800=中国,甘肃省,平凉市
620802=中国,甘肃省,平凉市,崆峒区
620821=中国,甘肃省,平凉市,泾川县
620822=中国,甘肃省,平凉市,灵台县
620823=中国,甘肃省,平凉市,崇信县
620824=中国,甘肃省,平凉市,华亭县
620825=中国,甘肃省,平凉市,庄浪县
620826=中国,甘肃省,平凉市,静宁县
620900=中国,甘肃省,酒泉市
620902=中国,甘肃省,酒泉市,肃州区
620921=中国,甘肃省,酒泉市,金塔县
620922=中国,甘肃省,酒泉市,瓜州县
620923=中国,甘肃省,酒泉市,肃北蒙古族自治县
620924=中国,甘肃省,酒泉市,阿克塞哈萨克族自治县
620981=中国,甘肃省,酒泉市,玉门市
620982=中国,甘肃省,酒泉市,敦煌市
621000=中国,甘肃省,庆阳市
621002=中国,甘肃省,庆阳市,西峰区
621021=中国,甘肃省,庆阳市,庆城县
621022=中国,甘肃省,庆阳市,环县
621023=中国,甘肃省,庆阳市,华池县
621024=中国,甘肃省,庆阳市,合水县
621025=中国,甘肃省,庆阳市,正宁县
621026=中国,甘肃省,庆阳市,宁县
621027=中国,甘肃省,庆阳市,镇原县
621100=中国,甘肃省,定西市
621102=中国,甘肃省,定西市,安定区
621121=中国,甘肃省,定西市,通渭县
621122=中国,甘肃省,定西市,陇西县
621123=中国,甘肃省,定西市,渭源县
621124=中国,甘肃省,定西市,临洮县
621125=中国,甘肃省,定西市,漳县
621126=中国,甘肃省,定西市,岷县
621200=中国,甘肃省,陇南市
621202=中国,甘肃省,陇南市,武都区
621221=中国,甘肃省,陇南市,成县
621222=中国,甘肃省,陇南市,文县
621223=中国,甘肃省,陇南市,宕昌县
621224=中国,甘肃省,陇南市,康县
621225=中国,甘肃省,陇南市,西和县
621226=中国,甘肃省,陇南市,礼县
621227=中国,甘肃省,陇南市,徽县
621228=中国,甘肃省,陇南市,两当县
622900=中国,甘肃省,临夏回族自治州
622901=中国,甘肃省,临夏回族自治州,临夏市
622921=中国,甘肃省,临夏回族自治州,临夏县
622922=中国,甘肃省,临夏回族自治州,康乐县
622923=中国,甘肃省,临夏回族自治州,永靖县
622924=中国,甘肃省,临夏回族自治州,广河县
622925=中国,甘肃省,临夏回族自治州,和政县
622926=中国,甘肃省,临夏回族自治州,东乡族自治县
622927=中国,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县
623000=中国,甘肃省,甘南藏族自治州
623001=中国,甘肃省,甘南藏族自治州,合作市
623021=中国,甘肃省,甘南藏族自治州,临潭县
623022=中国,甘肃省,甘南藏族自治州,卓尼县
623023=中国,甘肃省,甘南藏族自治州,舟曲县
623024=中国,甘肃省,甘南藏族自治州,迭部县
623025=中国,甘肃省,甘南藏族自治州,玛曲县
623026=中国,甘肃省,甘南藏族自治州,碌曲县
623027=中国,甘肃省,甘南藏族自治州,夏河县
630000=中国,青海省
630100=中国,青海省,西宁市
630102=中国,青海省,西宁市,城东区
630103=中国,青海省,西宁市,城中区
630104=中国,青海省,西宁市,城西区
630105=中国,青海省,西宁市,城北区
630121=中国,青海省,西宁市,大通回族土族自治县
630122=中国,青海省,西宁市,湟中县
630123=中国,青海省,西宁市,湟源县
630200=中国,青海省,海东市
630202=中国,青海省,海东市,乐都区
630203=中国,青海省,海东市,平安区
630222=中国,青海省,海东市,民和回族土族自治县
630223=中国,青海省,海东市,互助土族自治县
630224=中国,青海省,海东市,化隆回族自治县
630225=中国,青海省,海东市,循化撒拉族自治县
632200=中国,青海省,海北藏族自治州
632221=中国,青海省,海北藏族自治州,门源回族自治县
632222=中国,青海省,海北藏族自治州,祁连县
632223=中国,青海省,海北藏族自治州,海晏县
632224=中国,青海省,海北藏族自治州,刚察县
632300=中国,青海省,黄南藏族自治州
632321=中国,青海省,黄南藏族自治州,同仁县
632322=中国,青海省,黄南藏族自治州,尖扎县
632323=中国,青海省,黄南藏族自治州,泽库县
632324=中国,青海省,黄南藏族自治州,河南蒙古族自治县
632500=中国,青海省,海南藏族自治州
632521=中国,青海省,海南藏族自治州,共和县
632522=中国,青海省,海南藏族自治州,同德县
632523=中国,青海省,海南藏族自治州,贵德县
632524=中国,青海省,海南藏族自治州,兴海县
632525=中国,青海省,海南藏族自治州,贵南县
632600=中国,青海省,果洛藏族自治州
632621=中国,青海省,果洛藏族自治州,玛沁县
632622=中国,青海省,果洛藏族自治州,班玛县
632623=中国,青海省,果洛藏族自治州,甘德县
632624=中国,青海省,果洛藏族自治州,达日县
632625=中国,青海省,果洛藏族自治州,久治县
632626=中国,青海省,果洛藏族自治州,玛多县
632700=中国,青海省,玉树藏族自治州
632701=中国,青海省,玉树藏族自治州,玉树市
632722=中国,青海省,玉树藏族自治州,杂多县
632723=中国,青海省,玉树藏族自治州,称多县
632724=中国,青海省,玉树藏族自治州,治多县
632725=中国,青海省,玉树藏族自治州,囊谦县
632726=中国,青海省,玉树藏族自治州,曲麻莱县
632800=中国,青海省,海西蒙古族藏族自治州
632801=中国,青海省,海西蒙古族藏族自治州,格尔木市
632802=中国,青海省,海西蒙古族藏族自治州,德令哈市
632821=中国,青海省,海西蒙古族藏族自治州,乌兰县
632822=中国,青海省,海西蒙古族藏族自治州,都兰县
632823=中国,青海省,海西蒙古族藏族自治州,天峻县
632824=中国,青海省,海西蒙古族藏族自治州,冷湖行政区
632825=中国,青海省,海西蒙古族藏族自治州,大柴旦行政区
632826=中国,青海省,海西蒙古族藏族自治州,茫崖行政区
640000=中国,宁夏回族自治区
640100=中国,宁夏回族自治区,银川市
640104=中国,宁夏回族自治区,银川市,兴庆区
640105=中国,宁夏回族自治区,银川市,西夏区
640106=中国,宁夏回族自治区,银川市,金凤区
640121=中国,宁夏回族自治区,银川市,永宁县
640122=中国,宁夏回族自治区,银川市,贺兰县
640181=中国,宁夏回族自治区,银川市,灵武市
640200=中国,宁夏回族自治区,石嘴山市
640202=中国,宁夏回族自治区,石嘴山市,大武口区
640205=中国,宁夏回族自治区,石嘴山市,惠农区
640221=中国,宁夏回族自治区,石嘴山市,平罗县
640300=中国,宁夏回族自治区,吴忠市
640302=中国,宁夏回族自治区,吴忠市,利通区
640303=中国,宁夏回族自治区,吴忠市,红寺堡区
640323=中国,宁夏回族自治区,吴忠市,盐池县
640324=中国,宁夏回族自治区,吴忠市,同心县
640381=中国,宁夏回族自治区,吴忠市,青铜峡市
640400=中国,宁夏回族自治区,固原市
640402=中国,宁夏回族自治区,固原市,原州区
640422=中国,宁夏回族自治区,固原市,西吉县
640423=中国,宁夏回族自治区,固原市,隆德县
640424=中国,宁夏回族自治区,固原市,泾源县
640425=中国,宁夏回族自治区,固原市,彭阳县
640500=中国,宁夏回族自治区,中卫市
640502=中国,宁夏回族自治区,中卫市,沙坡头区
640521=中国,宁夏回族自治区,中卫市,中宁县
640522=中国,宁夏回族自治区,中卫市,海原县
650000=中国,新疆维吾尔自治区
650100=中国,新疆维吾尔自治区,乌鲁木齐市
650102=中国,新疆维吾尔自治区,乌鲁木齐市,天山区
650103=中国,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区
650104=中国,新疆维吾尔自治区,乌鲁木齐市,新市区
650105=中国,新疆维吾尔自治区,乌鲁木齐市,水磨沟区
650106=中国,新疆维吾尔自治区,乌鲁木齐市,头屯河区
650107=中国,新疆维吾尔自治区,乌鲁木齐市,达坂城区
650109=中国,新疆维吾尔自治区,乌鲁木齐市,米东区
650121=中国,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县
650200=中国,新疆维吾尔自治区,克拉玛依市
650202=中国,新疆维吾尔自治区,克拉玛依市,独山子区
650203=中国,新疆维吾尔自治区,克拉玛依市,克拉玛依区
650204=中国,新疆维吾尔自治区,克拉玛依市,白碱滩区
650205=中国,新疆维吾尔自治区,克拉玛依市,乌尔禾区
650400=中国,新疆维吾尔自治区,吐鲁番市
650402=中国,新疆维吾尔自治区,吐鲁番市,高昌区
650421=中国,新疆维吾尔自治区,吐鲁番市,鄯善县
650422=中国,新疆维吾尔自治区,吐鲁番市,托克逊县
650500=中国,新疆维吾尔自治区,哈密市
650502=中国,新疆维吾尔自治区,哈密市,伊州区
650521=中国,新疆维吾尔自治区,哈密市,巴里坤哈萨克自治县
650522=中国,新疆维吾尔自治区,哈密市,伊吾县
652300=中国,新疆维吾尔自治区,昌吉回族自治州
652301=中国,新疆维吾尔自治区,昌吉回族自治州,昌吉市
652302=中国,新疆维吾尔自治区,昌吉回族自治州,阜康市
652323=中国,新疆维吾尔自治区,昌吉回族自治州,呼图壁县
652324=中国,新疆维吾尔自治区,昌吉回族自治州,玛纳斯县
652325=中国,新疆维吾尔自治区,昌吉回族自治州,奇台县
652327=中国,新疆维吾尔自治区,昌吉回族自治州,吉木萨尔县
652328=中国,新疆维吾尔自治区,昌吉回族自治州,木垒哈萨克自治县
652700=中国,新疆维吾尔自治区,博尔塔拉蒙古自治州
652701=中国,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐市
652702=中国,新疆维吾尔自治区,博尔塔拉蒙古自治州,阿拉山口市
652722=中国,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县
652723=中国,新疆维吾尔自治区,博尔塔拉蒙古自治州,温泉县
652800=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
652801=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市
652822=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县
652823=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县
652824=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县
652825=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县
652826=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县
652827=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县
652828=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,和硕县
652829=中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,博湖县
652900=中国,新疆维吾尔自治区,阿克苏地区
652901=中国,新疆维吾尔自治区,阿克苏地区,阿克苏市
652922=中国,新疆维吾尔自治区,阿克苏地区,温宿县
652923=中国,新疆维吾尔自治区,阿克苏地区,库车县
652924=中国,新疆维吾尔自治区,阿克苏地区,沙雅县
652925=中国,新疆维吾尔自治区,阿克苏地区,新和县
652926=中国,新疆维吾尔自治区,阿克苏地区,拜城县
652927=中国,新疆维吾尔自治区,阿克苏地区,乌什县
652928=中国,新疆维吾尔自治区,阿克苏地区,阿瓦提县
652929=中国,新疆维吾尔自治区,阿克苏地区,柯坪县
653000=中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州
653001=中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市
653022=中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿克陶县
653023=中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿合奇县
653024=中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,乌恰县
653100=中国,新疆维吾尔自治区,喀什地区
653101=中国,新疆维吾尔自治区,喀什地区,喀什市
653121=中国,新疆维吾尔自治区,喀什地区,疏附县
653122=中国,新疆维吾尔自治区,喀什地区,疏勒县
653123=中国,新疆维吾尔自治区,喀什地区,英吉沙县
653124=中国,新疆维吾尔自治区,喀什地区,泽普县
653125=中国,新疆维吾尔自治区,喀什地区,莎车县
653126=中国,新疆维吾尔自治区,喀什地区,叶城县
653127=中国,新疆维吾尔自治区,喀什地区,麦盖提县
653128=中国,新疆维吾尔自治区,喀什地区,岳普湖县
653129=中国,新疆维吾尔自治区,喀什地区,伽师县
653130=中国,新疆维吾尔自治区,喀什地区,巴楚县
653131=中国,新疆维吾尔自治区,喀什地区,塔什库尔干塔吉克自治县
653200=中国,新疆维吾尔自治区,和田地区
653201=中国,新疆维吾尔自治区,和田地区,和田市
653221=中国,新疆维吾尔自治区,和田地区,和田县
653222=中国,新疆维吾尔自治区,和田地区,墨玉县
653223=中国,新疆维吾尔自治区,和田地区,皮山县
653224=中国,新疆维吾尔自治区,和田地区,洛浦县
653225=中国,新疆维吾尔自治区,和田地区,策勒县
653226=中国,新疆维吾尔自治区,和田地区,于田县
653227=中国,新疆维吾尔自治区,和田地区,民丰县
654000=中国,新疆维吾尔自治区,伊犁哈萨克自治州
654002=中国,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁市
654003=中国,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市
654004=中国,新疆维吾尔自治区,伊犁哈萨克自治州,霍尔果斯市
654021=中国,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县
654022=中国,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县
654023=中国,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县
654024=中国,新疆维吾尔自治区,伊犁哈萨克自治州,巩留县
654025=中国,新疆维吾尔自治区,伊犁哈萨克自治州,新源县
654026=中国,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县
654027=中国,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县
654028=中国,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县
654200=中国,新疆维吾尔自治区,塔城地区
654201=中国,新疆维吾尔自治区,塔城地区,塔城市
654202=中国,新疆维吾尔自治区,塔城地区,乌苏市
654221=中国,新疆维吾尔自治区,塔城地区,额敏县
654223=中国,新疆维吾尔自治区,塔城地区,沙湾县
654224=中国,新疆维吾尔自治区,塔城地区,托里县
654225=中国,新疆维吾尔自治区,塔城地区,裕民县
654226=中国,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县
